ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0399138749,Mr. Murder,Dean R. Koontz,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399138749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138749.01.LZZZZZZZ.jpg
0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg
0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,http://images.amazon.com/images/P/0312265867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg
0446603309,The Witness,Sandra Brown,1996,Warner Books,http://images.amazon.com/images/P/0446603309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.LZZZZZZZ.jpg
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
1559029838,Call of the Wild,Jack London,0,Selldowns/no More Orders,http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg
0446610100,Wish You Well,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446610100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg
0440216745,Whispers,BELVA PLAIN,1994,Dell,http://images.amazon.com/images/P/0440216745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.LZZZZZZZ.jpg
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg
051512317X,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
0380002930,Watership Down,Richard Adams,1976,Avon,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312971346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg
0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg
0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385474016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385474016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385474016.01.LZZZZZZZ.jpg
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,http://images.amazon.com/images/P/1558743669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg
0553582135,Final Target,Iris Johansen,2002,Bantam Books,http://images.amazon.com/images/P/0553582135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg
0399147284,Chosen Prey,John Sandford,2001,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399147284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147284.01.LZZZZZZZ.jpg
0385720106,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,Tyndale House Publishers,http://images.amazon.com/images/P/0842329218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329218.01.LZZZZZZZ.jpg
0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg
0425143325,Without Remorse,Tom Clancy,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425143325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg
0743411250,The Woman Next Door,Barbara Delinsky,2002,Pocket,http://images.amazon.com/images/P/0743411250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743411250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743411250.01.LZZZZZZZ.jpg
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg
044048474X,Tales of a Fourth Grade Nothing,JUDY BLUME,1976,Yearling,http://images.amazon.com/images/P/044048474X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044048474X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044048474X.01.LZZZZZZZ.jpg
0394588169,Jurassic Park,MICHAEL CRICHTON,1990,Knopf,http://images.amazon.com/images/P/0394588169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394588169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394588169.01.LZZZZZZZ.jpg
055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,Bantam Books,http://images.amazon.com/images/P/055357230X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg
0399142282,Hornet's Nest,Patricia Daniels Cornwell,1997,Putnam Publishing Group,http://images.amazon.com/images/P/0399142282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142282.01.LZZZZZZZ.jpg
0671004107,Contact,Carl Sagan,1997,Pocket,http://images.amazon.com/images/P/0671004107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.LZZZZZZZ.jpg
0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket,http://images.amazon.com/images/P/0671683993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671683993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671683993.01.LZZZZZZZ.jpg
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg
0440784743,Tales of a Fourth Grade Nothing,Judy Blume,1979,Yearling Books,http://images.amazon.com/images/P/0440784743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440784743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440784743.01.LZZZZZZZ.jpg
0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch,http://images.amazon.com/images/P/0061097314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.LZZZZZZZ.jpg
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books,http://images.amazon.com/images/P/0140119906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.LZZZZZZZ.jpg
0450411435,It,Stephen King,0,Trafalgar Square,http://images.amazon.com/images/P/0450411435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0450411435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0450411435.01.LZZZZZZZ.jpg
0553579606,Ashes to Ashes,TAMI HOAG,2000,Bantam,http://images.amazon.com/images/P/0553579606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg
0670855030,Insomnia,Stephen King,1994,Viking Books,http://images.amazon.com/images/P/0670855030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670855030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670855030.01.LZZZZZZZ.jpg
0440183057,Stillwatch,MARY HIGGINS CLARK,1986,Dell,http://images.amazon.com/images/P/0440183057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440183057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440183057.01.LZZZZZZZ.jpg
0743200985,Tis: A Memoir,Frank McCourt,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0743200985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743200985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743200985.01.LZZZZZZZ.jpg
0425118703,Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425118703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425118703.01.LZZZZZZZ.jpg
0316639842,Unnatural Exposure,Cornwell Patricia,0,Little Brown Company,http://images.amazon.com/images/P/0316639842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316639842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316639842.01.LZZZZZZZ.jpg
0151006725,Slammerkin,Emma Donoghue,2001,Harcourt,http://images.amazon.com/images/P/0151006725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151006725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151006725.01.LZZZZZZZ.jpg
0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam,http://images.amazon.com/images/P/0553289411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.LZZZZZZZ.jpg
044661064X,The First Counsel,Brad Meltzer,2001,Warner Vision,http://images.amazon.com/images/P/044661064X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661064X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661064X.01.LZZZZZZZ.jpg
0345447840,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,http://images.amazon.com/images/P/0345447840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.LZZZZZZZ.jpg
0446359866,Presumed Innocent,Scott Turow,1989,Warner Books,http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg
0446612790,2nd Chance,James Patterson,2003,Warner Vision,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.LZZZZZZZ.jpg
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,http://images.amazon.com/images/P/0553213148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.LZZZZZZZ.jpg
0394580567,It Was on Fire When I Lay Down on It,Robert Fulghum,1989,Random House Inc,http://images.amazon.com/images/P/0394580567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394580567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394580567.01.LZZZZZZZ.jpg
0446365505,Pleading Guilty,Scott Turow,1994,Warner Books,http://images.amazon.com/images/P/0446365505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg
0451203895,4 Blondes,Candace Bushnell,2002,Signet Book,http://images.amazon.com/images/P/0451203895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg
0553272535,Night,Elie Wiesel,1982,Bantam Books,http://images.amazon.com/images/P/0553272535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg
0812505018,The Secret Garden,Frances Hodgson Burnett,1989,Tor Books,http://images.amazon.com/images/P/0812505018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812505018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812505018.01.LZZZZZZZ.jpg
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg
0375504397,Black House,Stephen King,2001,Random House Trade,http://images.amazon.com/images/P/0375504397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.LZZZZZZZ.jpg
0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg
0385421982,The Pelican Brief,JOHN GRISHAM,1992,Doubleday,http://images.amazon.com/images/P/0385421982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385421982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385421982.01.LZZZZZZZ.jpg
0892962275,Black House,Patricia Highsmith,1988,Mysterious Press,http://images.amazon.com/images/P/0892962275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892962275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892962275.01.LZZZZZZZ.jpg
0451139739,Christine,Stephen King,1983,New Amer Library,http://images.amazon.com/images/P/0451139739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451139739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451139739.01.LZZZZZZZ.jpg
0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam,http://images.amazon.com/images/P/0553250531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg
0440213525,The Client,John Grisham,1994,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg
0451188462,Desperation,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg
0060283122,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0060283122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060283122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060283122.01.LZZZZZZZ.jpg
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg
0679448594,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc,http://images.amazon.com/images/P/0679448594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.LZZZZZZZ.jpg
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg
0446613436,The Guardian,Nicholas Sparks,2004,Warner Books,http://images.amazon.com/images/P/0446613436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.LZZZZZZZ.jpg
0440221315,The Gift,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg
0446527785,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
185326041X,The Great Gatsby,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
0440224845,Bittersweet,DANIELLE STEEL,2000,Dell,http://images.amazon.com/images/P/0440224845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.LZZZZZZZ.jpg
0440200989,Weep No More My Lady,Mary Higgins Clark,1993,Dell,http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
0446607193,Unspeakable,Sandra Brown,1999,Warner Books,http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg
0373484003,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg
0440211263,Circle of Friends,Maeve Binchy,1991,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg
0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg
0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg
0671034006,Heartbreaker,Julie Garwood,2001,Pocket,http://images.amazon.com/images/P/0671034006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.LZZZZZZZ.jpg
0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg
074343627X,Dreamcatcher,Stephen King,2001,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg
039914465X,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/039914465X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.LZZZZZZZ.jpg
067102423X,Bag of Bones,Stephen King,1999,Pocket,http://images.amazon.com/images/P/067102423X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg
0399143947,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group,http://images.amazon.com/images/P/0399143947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.LZZZZZZZ.jpg
0060809833,Brave New World,Aldous Huxley,1989,Harpercollins,http://images.amazon.com/images/P/0060809833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.LZZZZZZZ.jpg
0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg
0446521582,The Honk and Holler Opening Soon,Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446521582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.LZZZZZZZ.jpg
0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,http://images.amazon.com/images/P/0316666009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.LZZZZZZZ.jpg
0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg
0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,http://images.amazon.com/images/P/0385336179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg
0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg
044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
